paremeters:
tick: 0.02
popsize: 50
eva_num: 30
n_signages: 10
��ʼ�����: 
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,21,79,84.3612,72.5042,91.4684,66.4473,76.3479,64.1243,53.1449,64.3989,72,86,104,64,72.0652,65.2201,25,79,61.2428,55.6837,
��ǰΪ��45����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,72,68,63,89,68.3868,64.5271,61,89,80,61,58.9511,37.0704,60.4446,57.5835,67.3284,79,35,61,63,89,
0,0,7,86,88.5247,67.9744,52.75,61.9949,48.9751,66.3773,55.2553,66.245,66,89,79.8649,66.8683,75,79,95.5,61.6937,65.2879,66.8475,
0,0,62.3378,71.2021,103,64,69.252,63.8557,77.4151,72.2261,58.9838,61.5216,57.7425,52.2076,88,61,73,65,32.5,71.0968,72.5,68.75,
0,0,87.189,70.5166,73,61,71.9487,63.7812,53.2683,79.0168,87.5245,73.0727,51.444,49.39,51,58,61.3284,77.5,65.6714,46.407,71.9699,63.6172,
0,0,37.6787,78.2261,65.8388,74.0488,75,61,62,89,84.8775,78.9043,59.7767,87.7285,72,61,82.421,61.7969,57.7919,75.9533,77,79,
0,0,74,61,83.7016,75.5751,71.6447,64.3256,66,86,54,79,73.7111,75.6007,61.8551,60.9158,87.2511,64,98,61,78,79,
0,0,104,64,75,61,62.0746,61.9571,59.7331,88.8636,61.3826,58.9466,63.0721,84.605,52.8501,73.8117,90.6226,65.9194,104,61,61.5,89,
0,0,2.42066,89.8632,96,61,46.7477,63.3629,53.7143,77.6087,104,64,61.5046,73.8538,94,65,83.5707,67.9198,104,61,71.7546,87.3835,
0,0,91.0602,67.7378,55,83,53.9338,61,82.6995,61.1761,70.5,69.5,66.8182,68.5163,44.268,74.4984,48,61,78,61,62.5,61,
0,0,104,61,63.8895,79.2566,54.6738,55.6206,88,79,54.8798,57.7561,49,61,57.8849,62.2497,90,61,96.5,61,63.4908,75.2331,
0,0,68.0605,72.2338,79,79,55.8242,63.0215,76,79,47,75,59,78,64,60,78.5476,63.2058,75,78,64,45,
0,0,104,61,70.0084,72.6387,55.2341,61.0853,58.3307,81.3519,70.4248,69.3543,55.8073,67.6167,81.019,66.6925,64,60,93.8945,61,72,46,
0,0,87.2036,61.6953,67,46,64.5094,62.8261,45.4101,71.1966,25.5,75.5,59,89,73.8438,61.0194,82.0981,77.212,100,61.7678,67,86,
0,0,1,89,72,61,81.9832,61.4975,67.087,69,64,62,60,71,64.0694,71.5756,72,75,104,64,60,89,
0,0,104,61,57.4944,78.0965,51,57,52.0915,71.8418,56,75,59.4639,76.8139,73.9611,61.6908,97,64,83.5,67.0355,54.8557,60.0305,
0,0,88.1328,71.1074,79.8023,69.9496,61.7295,66.2393,75,61,24.5862,64,59.3871,71.6507,52.3162,67.8077,64.9016,54.0403,54,79,56.3889,34.0852,
0,0,54,76.6316,70,61,51.5273,55.5229,76,79,76,61,53,45,64.7518,61.4975,59.3015,81.8714,29,61,66.5293,60,
0,0,1,89,98,61.5,72.5,69,57.7471,58.1985,73,86,66,89,78.2998,67.85,75,79,86.1376,64.0178,69,86,
0,0,66.5793,69.1368,82.9195,73.4476,71.4761,66.8991,76,79,69,61,61.4634,54.4466,41.7012,69.3146,85,61,63.8278,73.3125,59.71,52.9883,
0,0,68.7903,67.2282,57.067,54.7762,72.5548,67.7397,55,76.5,51.1354,68.3316,60,89,63,69.2391,83,75,67,61,65.1149,79.9386,
0,0,38,75,61.9357,63.71,61.5862,63.189,57,81,77.4103,64.5505,59,89,82.5294,64.5597,56.9548,74.5023,96,64,64,61,
0,0,104,61,53,89,83,61,61.2378,60.4097,73.5857,65.9302,60.1833,58.9998,66,60,76.0024,70.917,54.0149,55.2035,80,61,
0,0,5,86,55,71,88,64,71.0741,74.3653,92,61,57.7318,66.4654,61.854,77.3096,64.5,64,99,62.5,63,89,
0,0,96.3574,62.9522,63.4522,59.9914,79,61,65.273,86.0632,36,75,53.0338,74.6455,95,61,96,64,30.5,61.5104,68.75,77.2133,
0,0,39,77,47,61,55.4042,58.1871,50,73,77.471,65.5156,63,89,67.79,65.7082,86,61,93.9851,75.832,66,46,
0,0,26.4776,73.5816,58.1994,64.2076,83,61.5,62.5,74.8444,80.9022,70.3875,65.3506,86.2033,71.2966,63.1895,57.9429,58.5924,56.5,72.5,75,61,
0,0,40,78.2368,57.2368,70.7612,61.5853,76.0464,64,68,53.2235,59.6652,73,75,73.0602,64.4827,64,62,57,61,63.0376,75.6165,
0,0,77.5478,75.6331,75.9565,68.8716,57.7341,61.0853,72.1326,73.3883,66.9476,69.5103,57,89,71.6301,68.6883,79.5074,69.1522,43.8411,61.3839,69.1043,19,
0,0,38,75,77,79,74.3801,63.0194,81.8263,73.7662,43.7477,64.7195,55.6883,82.4033,74.2566,66.4376,80,66.8232,71,61,71,61,
0,0,44.8154,67.5469,88,79,75.3795,69.1394,83,61,75,79,45,79,68.4707,67.8539,70.4126,72.3128,43,79,93,61,
0,0,72,61,79,61,71.9057,67.0967,87,61,39.5585,72,64,76,69.6197,66.5914,55.9817,82.9585,72,61,85,74,
0,0,94.7303,67.5096,70,61,77.479,66.3689,58,89,80.8876,71.6631,60,78,72,61,86,61,79.6995,66.3292,64,72,
0,0,104,61,67.8419,68.1192,79,61,60,71,102,61,75.2611,61.6377,53.1989,70.9604,66.2833,48.7443,76,61,61.5,40.1688,
0,0,66.7164,66.3725,78.9383,75.3202,55.7167,55.8546,76,79,81,79,71.53,74.4611,63.1049,61.6767,61.8634,52.8329,71,61,92.6592,68.1688,
0,0,1,88,80,61,40.7524,62.0074,46,61,87.7194,61.4575,52.5227,74.6347,86.8558,69.2391,66.5,73.7915,103,61,61,76,
0,0,72.25,70.5264,69,61,61.8526,58.2614,70.3168,87.4254,78,65,53.5,71,38.7602,64.0597,100,64,77.5842,61.7678,61.8906,63.2107,
0,0,71.8132,68.7352,68,61,91.2306,63.5727,57,78,104,64,64.7899,66.7835,41.7541,62.5127,79.1478,66,51.3945,60,62.0299,82.6639,
0,0,43.2388,74.7908,53.25,64.1873,77.5,61.5,61,61,69.8683,67.745,66,86,87,61,49,61,77,61,68,89,
0,0,64.5,62,56.8458,55.6902,54.8071,68.3785,52.2045,70.6417,60.989,75.214,58,81,52.0764,63.8173,99,64,62.1104,61,71.8787,71.7497,
0,0,38.5285,77.4019,70,89,60.5,72.7982,82,79,64.9522,52.2561,77,75,61,57,104,64,96,64,78,61,
0,0,86.679,63.1677,57.2681,74.7336,56,61,86.957,69.6717,69,61,66.1288,77.6506,70,61,64.2489,60.5875,103,61,74,61,
0,0,23,79,72.2821,66.529,87.1232,67.262,68,61,104,61,73.1577,75.0354,67.8635,71.1489,51.2345,65.6158,75,61,55,68,
0,0,48,75,78.4592,73.9979,67,61,68,86,64,70.5,65,89,72,72.0309,92.8656,65.4168,104,64,69,89,
0,0,54.7545,68.8884,70,86,80.2071,66.8189,78,65,65.6159,63.6978,59.8937,82.5973,86,61,85.7946,67.2085,104,64,63,89,
0,0,92.4776,65.5816,78,61,89,61,69,89,48.8126,68.0084,63.3666,52.75,63.5,64.5501,91.7035,68.6192,57.75,65.3115,68.0598,89.3279,
0,0,104,61,54,60,77,61,58.5973,75.4448,92.9543,61.1881,78.4288,73.432,25.3323,72.8984,88.1102,66.1405,59,78,54.7207,80.936,
0,0,63.434,76.0791,71,61,62.7341,61.0853,60,89,56.9248,73.1043,60.6019,83.9606,62.7102,66.1336,89.9082,70.8684,51,89,66,16,
0,0,104,61,60.7522,63.2383,57.9447,55.2642,70.1387,86.8519,71.4383,70.5153,58.6065,76.7834,93,61,92,61,23.3467,63.0625,93,61,
0,0,76.6844,64.5334,70.2289,73.6944,58.25,63.0991,58,69,42,61,67.3918,87.4217,47.4354,73.1076,75,61,64.8354,64.6583,55.7176,66.4949,
0,0,11,79,79,61,83,64,58.4159,50.5935,86,63,72,86,104,64,70.714,71.2826,25,79,66,89,
��ǰΪ��46����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,78.7134,66.3807,70.0816,47,89,61,49.208,74.7968,99,64,58.5,58.25,60.4446,57.5835,67.3284,79,35,61,62,89,
0,0,104,61,53.5403,57.0145,52.75,61.9949,53.7383,86.3519,75.4447,72.0153,56.9275,82.9518,70,61,83.9258,63.5,64,60,71.6752,75.8378,
0,0,104,61,46.5,65.1387,78,61,68.4866,78.1459,14,75,59.833,75.1898,48.2526,64.7022,80,63,68.4248,61.3839,72.5,68.75,
0,0,81,61,47.7239,75.2153,64,60,71.0965,71.8418,73,75,60.3064,83.9885,69,61,61.3284,77.5,65.6714,46.407,80,79,
0,0,80.5,68,57.7704,72.7577,71,61,78.8001,70.5,84.8775,78.9043,53.1206,52,84,61,82.421,61.7969,54.8798,61,77,79,
0,0,74,61,84.0042,66.8193,63.1171,62.05,55.6653,57.176,51.5586,62.1305,58.2277,82.0681,53,70,47.1483,69.4819,104,61,63.4276,54.3361,
0,0,92.1632,66.4159,59.6863,72.4456,51,58,72.7999,66.8658,61.3826,58.9466,58,89,101,61,66.9254,64.6636,59.0067,55.0357,64,45,
0,0,2.42066,89.8632,96,61,46.7477,63.3629,53.7143,77.6087,62.3744,69.1255,72.4544,61.1182,41.5022,67.5532,81,61,56.9248,61,71.7546,87.3835,
0,0,55.7903,74.2282,55,83,53.9338,61,55.7762,76.5,70.5,69.5,63,89,44.268,74.4984,48,61,54.1354,62.5,62.5,61,
0,0,40.6782,70.5746,68.0335,75.8881,81.9103,66.3466,76.5,67.5162,71,61,62.7184,84.9229,81.9712,67.9904,70.3121,68.889,51.7477,47,64,89,
0,0,82.5541,73.7714,75,61,55.8242,63.0215,54.9307,80.0909,76.6734,73.6466,59,78,42,61,76.0168,77.5,104,61,58.5727,69.1172,
0,0,18,79,73,75,51.5036,61.6938,60,88.3653,90,61,70,46,67.0611,72.1744,72.8232,67.3436,88,61,72,46,
0,0,24,79,73,61,99,61,58,64,75,61,71.7093,86.716,29.6412,73.3175,71,86,47.2553,61.6937,61.6054,84.8156,
0,0,13.4699,82.6311,87.2472,65.5227,81.9832,61.4975,52.6704,71.7101,45.5,68.995,58,89,63.8216,60.4645,90,79,104,64,60,89,
0,0,72.5782,74.9624,83,65,73,61,52.0915,71.8418,61,77,53.6384,87.2013,63.3679,72.1152,64,71,36.4476,68.8839,54.8557,60.0305,
0,0,77.9699,65.6311,79.8023,69.9496,61.7295,66.2393,72.6502,66.3216,86.4855,63.938,59.3871,71.6507,72,61,79.4097,70.917,81,61,66,60,
0,0,87.6536,75.2226,76.9177,72.9748,71.61,65.4878,75.795,73.9185,71.4919,67.3227,63.9748,40.7154,64.7518,61.4975,59.3015,81.8714,64.5245,55.0231,67,46,
0,0,1,89,58,69,39,61,57.7471,58.1985,71,61,61.7338,64.5885,45.083,78.5529,70.4733,67.3443,103,64,54.9381,80.936,
0,0,66.5793,69.1368,82.9195,73.4476,48.3872,61.2684,78.8857,72.8777,95,61,61.4634,54.4466,97.035,62.9903,70,61,71,61,59.71,52.9883,
0,0,104,61,61.6953,46,72.5548,67.7397,60.292,76.3999,41,79,58.8261,84,28.2199,62.3151,63.8305,83.05,49,61,85,78.5,
0,0,19,79,90,79,77,61,72,86,64.1332,66.0155,65,89,81.8943,73.5565,74,73,80,63,64,61,
0,0,58.511,74.0281,47.3588,79.0937,83.124,61.8436,70.7925,73.387,61.2665,78.1117,67,89,75,61,67,61.2058,69.25,72.9516,80,61,
0,0,1,88.6141,86,61,74.084,63.1038,58,62.75,92,61,62,89,68.3647,77.4034,64.5,64,99,62.5,63.0575,84.4693,
0,0,1,88.3101,93.9597,67.7238,97,64,72,61,63.2377,79.9637,74,89,53.0978,73.5073,70.0343,70.75,72.0782,77.4705,79,79,
0,0,104,61,47,61,58.1707,49.7316,72,75,57.5239,81.3719,45.25,74.8139,39,65,68,64,46.7921,65.9194,66.9453,61.1359,
0,0,29.602,79.4031,58.1994,64.2076,93.75,69.7548,75,77,80.9022,70.3875,65.3506,86.2033,71.2966,63.1895,57.9429,58.5924,56.5,72.5,69.7716,79.1656,
0,0,48,72,76.9782,64.9358,87.4908,63.5389,74,61,72.6141,67.0264,66,89,73.0602,64.4827,64,62,57,61,66,60,
0,0,77.5478,75.6331,75.9565,68.8716,64.6934,68.5824,83.8635,66.4684,102,61,69.7775,63.8098,60,58,50.6642,74.7085,67.8659,63.7448,69.1043,19,
0,0,104,61,70,61,66.6348,61.5429,81.8263,73.7662,53.2138,71.6202,55.8261,75,40,61,73.1966,77.212,26,61,74,89,
0,0,44.8154,67.5469,88,79,75.3795,69.1394,83,61,90,61,45,79,58.5812,62.8297,70.4126,72.3128,54.9838,79.5968,93,61,
0,0,104,61,46.2376,71.5128,90.125,61.4597,67,86,39.5585,72,58,69,52.8006,70.3775,89.3648,61.878,40,61,85,74,
0,0,3.58131,89.8686,85,61,77.479,66.3689,62,67.1087,30,61,69.9746,67.4895,54.2444,66.7413,68.3982,68.0214,103,61,57.0188,85.6917,
0,0,104,62.7464,64.9544,70.1283,79,61,60,71,64,68,64.1189,73,53.1989,70.9604,66.2833,48.7443,90.3454,65.9453,72.4632,78.0112,
0,0,66.1605,68.9161,78.9383,75.3202,81,61,53.8487,61.4609,87,61,71.53,74.4611,63.1049,61.6767,61.8634,52.8329,63,70,57,54.1688,
0,0,1,88,80,61,47.3366,61.7029,46,61,87.7194,61.4575,52.5227,74.6347,103,64,57.6502,62.0002,70.5,61,61,76,
0,0,69,61,69,61,81.2878,65.4859,78,79,76,79,56.8788,73.8021,38.7602,64.0597,78.309,66.5521,23.5,68.5,94,65,
0,0,71.8132,68.7352,68,61,64,64,63.4267,56.1792,100,61,64.5234,71.8528,85.3897,73.8598,44.75,70.5116,51.3945,60,55,71,
0,0,71.1045,69.8133,57.2352,72,77.5,61.5,61,61,102.074,64.7458,65.2985,74.6666,47.384,67.4869,56.1483,62.1904,104,61,61.2201,68.5,
0,0,55.7642,73.9378,68,86,61.1118,81.448,87.2737,74.3114,66.4337,60,58,81,54.5675,59.5485,82,61,62.1104,61,66.0213,72.6928,
0,0,64.2612,70.7092,78,79,60.5,72.7982,86,75,70,61,67,46,61,57,94,65,64.25,64.25,56,89,
0,0,104,61,76,79,63.2923,58.4064,86.957,69.6717,44.2645,77.4922,58,76.8139,53,64,64.2489,60.5875,61.0074,61.1195,76,79,
0,0,34.7897,77.5684,83.1974,73.7366,64.3631,66.4521,84,79,94,61,61.7317,49.1887,67.8635,71.1489,79,61,76.1639,68.3094,58.2111,82.0704,
0,0,88.143,63.9206,65.5334,73.6944,67,61,74.1944,74.5,46.6938,64.8316,60,89,72,72,92.8656,65.4168,56.1525,67.8229,61.985,61.1629,
0,0,54.7545,68.8884,70,86,76,61,68.9911,67.1141,51,80,59.8937,82.5973,97,61,82,61,44,69.25,63,89,
0,0,73,61,80,79,71.4229,69.2749,91,63,62.4716,61.44,69,86,67.8227,64.6997,91.7035,68.6192,51.041,58.4132,58,89,
0,0,101.679,63.6077,72,61,77,61,60.093,87.5316,92.9543,61.1881,52.0398,46.8227,25.3323,72.8984,91,76.3714,39,61,64,60,
0,0,63.434,76.0791,67,89,90,69,79,61,77.2382,78.0926,66.2311,65.4999,72.5,67.3539,74.5012,77.2713,63.5074,76.1017,85,61,
0,0,57.1435,71.7041,85,61,77,61,70.1387,86.8519,56.5512,74.3719,39,61,79.7353,66.9245,92,61,23.3467,63.0625,68,61,
0,0,1,86,70.2289,73.6944,74,61,73,75,98.5055,63.2805,67.3918,87.4217,67.3888,69.9357,57.5944,58.5924,99,64,64,69,
0,0,99.0899,61.8892,79,61,83,64,82.2336,78.6717,44.5658,64.6275,57.5,73.6506,104,64,84.4455,61.6904,68,69.5,59,38,
��ǰΪ��47����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,78.7134,66.3807,63.0309,65.5976,89,61,84.8333,79.2695,65.5,87.9043,58.5,58.25,66,61,78.7228,68.6565,64,60,62,89,
0,0,104,61,83,61,52.75,61.9949,58.9405,81.1484,75.4447,72.0153,69,61,72.2223,69.4406,71.4537,69.6015,84.0601,68.3094,53.5,87.0704,
0,0,104,61,58.9772,65.5642,45,61,52,71,52.1707,75.8719,59.833,75.1898,79.2193,68.4503,68,61,68.4248,61.3839,72.5,68.75,
0,0,81,61,57,58,66.6212,65.6467,64.5341,75.2161,57.4103,70,73.2596,87.4229,61.3194,67.7331,61.3284,77.5,68,46,57,89,
0,0,80.5,68,57.7704,72.7577,74,61,56.1558,76.0864,84.8775,78.9043,57,81,38,61,80,61,94.0221,61,77,79,
0,0,101.346,62.6457,74.7809,87.7228,74,79.948,93.5264,78.645,56.3031,58.9733,58.2277,82.0681,53,70,47.1483,69.4819,44,61,63.4276,54.3361,
0,0,14.1955,80.7163,72.5768,87.5,67.25,61.9438,80,79,61.3826,58.9466,64,60,53.4697,77.1261,66.9254,64.6636,59.0067,55.0357,59,35,
0,0,2.42066,89.8632,53,64,56.0117,58.8696,50.6381,78.2581,62.3744,69.1255,61.6837,77.0385,62.9747,64.254,81,61,54.4077,68.75,70,74,
0,0,29,79,55,83,96.958,62.311,66.4955,79.7908,26.2477,78.6255,61,57,68,61,86,61,34.8744,64.375,69.0968,89.6488,
0,0,75,71,64.6236,72.2613,81,61,59.8352,74.0267,54.8065,81.2697,51,78,81.9712,67.9904,68.8199,65.7778,51.7477,47,78.4922,79,
0,0,48.4483,77.1962,68.0022,46.3517,79,61,54.9307,80.0909,85.9707,67.4323,60.8862,61.716,54.6188,52.8158,96,64,104,61,62,89,
0,0,18,79,79,61,51.5036,61.6938,47,79,53,69,66.1892,89.1456,67.0611,72.1744,72.8232,67.3436,70.2725,61.4822,64,75,
0,0,88,64,67.0147,65.7434,60.125,57.1655,60,72.7662,75.4365,68.0667,62.5635,75.6092,29.6412,73.3175,73.5919,77.212,74,61,68,86,
0,0,45.9212,68.4504,67.5,73.2153,34.5977,61.1815,76.0267,74.7253,45.5,68.995,69.408,70.9469,63.8216,60.4645,80.3418,72.5,104,64,60,89,
0,0,94.8646,63.1684,64.3431,64.4805,38,61,69.6576,73.4329,63.0722,69.3313,56.8844,63.7501,93,61,64,71,36.4476,68.8839,68.4043,71,
0,0,22,79,79.8023,69.9496,51.2518,67.8469,77.8832,65.8468,104,64,59.3871,71.6507,60.5305,71.4411,54,80,81,61,83,65,
0,0,87.6536,75.2226,62.2352,68,56.7098,63.295,62,68.9868,71.4919,67.3227,68,61,64.7518,61.4975,60.3408,72.1834,64.5245,55.0231,67,46,
0,0,1,87.4409,91.8377,68.1601,97,64,60.459,57.7938,82,61,72.6339,65.7201,72.5524,67.0797,70.4733,67.3443,9,86,60.2137,78.2175,
0,0,104,61,60.7352,61,69.9044,63.5585,69,61,95,61,57.4521,75.0091,97.035,62.9903,61.1346,69.777,60.25,63.75,79,61,
0,0,1,89,94.5701,75.8846,72.5548,67.7397,76.9187,64.8117,64.102,76.9769,69,89,48.997,68.4264,63.8305,83.05,49,61,77,79,
0,0,19,79,54.4847,72.2525,78.3107,65.9905,72,86,70.9795,63.4405,69.2987,63.6507,81.8943,73.5565,54.4633,55.7892,79.6582,61.9726,70,61,
0,0,79.2642,66.9378,77,79,74,86,70.7925,73.387,48.1661,61.8729,80,79,90,61,77,61,45,61,80,61,
0,0,70,66,62.4597,64.0431,72,61,60.7622,62.1148,79.3813,61.9105,62,89,70.2715,69.1453,64.5,64,61.538,62.2934,62.9855,36.3302,
0,0,104,61,66.3824,60,97,64,72,61,51.7129,70.1424,74,89,53.0978,73.5073,80.6528,67.6606,72.0782,77.4705,79,79,
0,0,104,61,73,86,67.1585,64.3491,85,61,74,61,45.25,74.8139,92,67.9904,58,69,68,46,66.9453,61.1359,
0,0,82.6611,65.7047,62.5837,75.444,68.4552,63.6733,74,86,80.9022,70.3875,63.1092,60.1592,70.8563,78.1018,88,71,101,61,62.1881,60,
0,0,104,61,59.4589,81.2027,59.8606,61.8924,74,61,55.8862,77.9326,64,67,51.9724,59.7488,72.6674,87.4356,70,46,66,60,
0,0,14,80,75.9565,68.8716,61.5252,61.39,83.8635,66.4684,72,61,58.5298,57.264,103,61,57.0204,61.0611,104,61,49,61,
0,0,84.9539,71.8502,72.4159,65.4456,66.6348,61.5429,81.8263,73.7662,21,61,57,89,40,61,73.1966,77.212,68,61,74,89,
0,0,44.8154,67.5469,88,79,53.6694,64.0856,99,64,39.1695,69.72,64.5,87.5,55.5052,68.1466,91,63,46,61,93,61,
0,0,104,61,56,61,78,61,67,86,60.5915,61.6038,62.05,86.0681,78.8816,70.7257,89.3648,61.878,51,58,85,74,
0,0,3.58131,89.8686,51.5054,50.0073,56,61,46.3692,68.8551,30,61,69.9637,73.8287,69.1361,72.9449,62.9358,66.1052,104,61,50.3376,78.4189,
0,0,72,72,76.1351,70.9707,79,61,60,71,91.3087,79.931,66,46,53.1989,70.9604,62.3694,66.8194,89.3072,65.3546,72.4632,78.0112,
0,0,48.0751,74.3469,78.9383,75.3202,94,61,57.766,71.283,87,61,60,89,42,61,72,79,41,61,76,79,
0,0,46,79,80,61,68.1772,61.4415,46,61,87.7194,61.4575,66,60,56.9501,58.9243,69.8414,79.7346,70.5,61,45,79,
0,0,70.3891,74.0839,69,61,70.2395,63.6844,65,89,48.5,61.1881,59,43,55.6627,75.4307,90,79,23.5,68.5,94,65,
0,0,58.2555,67.5141,61.1794,84.2622,64,64,75,71,65.8713,73.3699,64.5234,71.8528,89,61,44.75,70.5116,84,61,81.5274,78.9321,
0,0,71.1045,69.8133,57.2352,72,77.5,61.5,69.5,74.7662,61.5635,68.8271,63.0429,73.5,79.2075,61.1085,87,79,104,61,61.2201,68.5,
0,0,55.7642,73.9378,86,79,78.8698,77.3075,91,61,96,64,77.7342,70.5544,100,64,82,61,62.1104,61,76.6199,74.9321,
0,0,104,61,78,79,30.0551,61.7311,83,79,70,61,53.5181,63.142,72.1794,64.2187,94,65,28,61,78,75,
0,0,104,61,76,79,63.2923,58.4064,78,61,44.2645,77.4922,61.5363,67.6126,73.2471,78.5529,48,67,68.5033,61.5178,57.1624,65.5171,
0,0,104,64,61,80,58,64,79.5231,77.8394,70.61,74.3227,59,38,95,61,79,61,76.1639,68.3094,76,61,
0,0,63.4226,64.0605,77,61,67,61,70.6379,69.0226,71.7771,61.4441,62.2596,82.4229,53.11,68.6479,65.9314,79.8111,56.1525,67.8229,61.985,61.1629,
0,0,104,61,44.5895,75.8511,66,60,68.9911,67.1141,51,80,59.8937,82.5973,97,61,63.9627,50.5761,64,62,64.1227,56.8194,
0,0,64.25,71.1551,80,79,60,51.2316,57.5999,70.25,62.4716,61.44,60,89,67.8227,64.6997,68.8066,68.4765,66.1231,74.1547,82.3719,61.1359,
0,0,1,89,96,64,77,61,60.093,87.5316,39.2776,64.4924,52.0398,46.8227,42,79,55.3901,68.8704,51,68,64,60,
0,0,63.434,76.0791,67,89,68,61,87.2433,71.3903,14,76,55,89,46.3719,70.7623,80,61,63.5074,76.1017,69.75,72.375,
0,0,52.6629,82.951,74,89,57.8467,71.2912,89,61,104,64,75,61,57,64.3539,44,79,23.3467,63.0625,83,61,
0,0,1,86,100,64,74,61,82,61,98.5055,63.2805,76.2272,61.559,67.3888,69.9357,56.8176,76.8323,99,64,71.4699,67.6917,
0,0,99.0899,61.8892,69,77,83,64,70,61,69.9908,69.0264,66,89,104,64,59,46,100.287,63.4726,72,61,
��ǰΪ��48����
Ŀ��1-ʱ��,Ŀ��2-ѹ��,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
0,0,1,88.2163,63.0309,65.5976,69.2027,63.8673,86.6801,73.0037,83,61,61,76,62.7653,82.3467,66.5,74.1636,63.8006,51.381,62.4466,37,
0,0,17,79,86,61,52.75,61.9949,58.9405,81.1484,66,60,68,65,38.5449,61.0164,63.0017,80.5175,84.0601,68.3094,53.5,87.0704,
0,0,86,61,66.5508,60.9805,45,61,64,85,26.5041,66.264,56.5,54.7501,79.2193,68.4503,68,61,42.5599,75.6223,82,79,
0,0,72.75,66.5,71,61,44.7518,61.3469,56.4221,87.4568,61,56,65,89,61.3194,67.7331,61.3284,77.5,48,61,57,89,
0,0,80.5,68,57,89,74,61,83,79,84.8775,78.9043,83.0026,67.6477,104,64,80,61,94.0221,61,53.0673,39.8361,
0,0,1,89,74.7809,87.7228,53.6942,64.1491,64,70,56.3031,58.9733,62.5,88.3287,42.3926,77.696,47.1483,69.4819,19.25,61,77,78.4189,
0,0,104,61,72.5768,87.5,48,61,64.3138,78.9943,51,68,51,87,57.6351,72.1275,66.9254,64.6636,103,61,79.1459,77.4592,
0,0,2.42066,89.8632,61.8807,79.5976,56.0117,58.8696,80.6274,69.1953,103,64,64,58.25,77,61,65.5427,73.3557,35,61,70,74,
0,0,67.6443,70.6153,77.4917,75.2402,66.25,77.0575,79,61,78,64,73,65,68,61,49,61,62.2238,64.9419,67,75,
0,0,75,71,61,57,64.8522,60.5281,55.5642,67,59.9631,86.3641,62,68.1898,51.8646,65.3675,68,61,67.3209,66.5433,82,79,
0,0,104,61,54.4479,58.3135,88,61.9949,54.9307,80.0909,39,77,58.2449,67.125,54.6188,52.8158,89.3251,70.5201,62.7911,65.6321,66,89,
0,0,18,79,57.5084,58.3135,82,61,73.4167,73.1574,53,65,57.25,88.5479,67.0611,72.1744,72.8232,67.3436,58,65,64,75,
0,0,1,89,67.0147,65.7434,103,64,66.3748,67.2243,72,75,70,89,29.6412,73.3175,73.5919,77.212,73,61,68,86,
0,0,1,87.5674,78.7658,78.9002,101.063,62.0025,76,61,97,61,62,89,63.8216,60.4645,80.3418,72.5,48,69,64.3568,74.5736,
0,0,75,71,62.4886,65.5434,55.4774,62.2968,59,78,63.0722,69.3313,60.1484,81.7886,93,61,84,61,54.7673,46.933,88,79,
0,0,1,89,79.8023,69.9496,88,64,77.779,66.2364,104,64,64,60,52.0581,71.0701,54,80,80,79,59.0073,77.5524,
0,0,87.6536,75.2226,57,89,64,64,62,68.9868,65.4431,77.8362,62.9054,60.78,64.7518,61.4975,60.3408,72.1834,64,60,75,71,
0,0,82.9551,67.5554,71.5,73.7577,47,61,76,75,82,61,58.7681,70.3063,72.5524,67.0797,70.5864,71.5,68,61,71,86,
0,0,13.6433,86.3097,96,64,66.5275,61.3656,63.0833,87.3968,79,61,57.4521,75.0091,63.1827,80.6094,94,65,60.25,63.75,72,61,
0,0,22.196,75.3978,94.5701,75.8846,72.5548,67.7397,75,68,79,61,62.0038,53.798,90.3635,65.5,53.4442,57.196,60,61,55.7138,43.668,
0,0,90.4253,69.4008,67,46,52.8196,59.7714,57.0353,88.0771,48.5,67.4323,53.1831,73.3559,38,61,54.4633,55.7892,79.6582,61.9726,74,89,
0,0,1,89,93.3558,75.6283,51.8608,65.9325,78.5,72.375,70.2935,67.0922,80,79,64.3175,59.7722,63.4621,61.894,37.0478,69.7812,80,61,
0,0,23.9554,74.6591,75,71,39,65,66,86,99,64,64,60,98,64,81,61,61.538,62.2934,60.6427,52,
0,0,104,61,66.3824,60,76.8914,69.5437,84,61,51.7129,70.1424,75,69,104,61,79,61,77,61,67.31,68.466,
0,0,31,79,72.158,71.4256,51.9114,58.1489,75,79,37.652,78.3968,45.25,74.8139,70,66,75,61,58,69,66.9453,61.1359,
